wikibase_lexeme	wikibase_statement	lila_id	wikidata_lexeme
L97005	L97005-3CD6F9DB-EE72-4614-ADA4-2F709EA30DDB	lemma/114592	L279863
L97006	L97006-214CABF4-80C1-4B11-BC05-A146F321755C	lemma/114593	L279864
L97007	L97007-C2996BA9-860D-4B0E-BF40-74E99591593C	lemma/114594	L279865
L97008	L97008-D4E765B3-B1A2-462A-B19D-9CC3DA5EF755	lemma/114596	L279867
L97010	L97010-C302A716-16D2-43E7-8389-5873DA9558D8	lemma/114603	L279869
L97011	L97011-041007F9-8795-4E20-A49B-2784FF1EE3BF	lemma/114603	L279869
L97013	L97013-D08F6530-2C4F-4FB6-BFC0-3F76F3C44659	lemma/114605	L279870
L97014	L97014-128169E9-55FC-4448-85FC-90BF6AF358BC	lemma/114607	L279871
L97015	L97015-BD1B81ED-2AEB-41BE-8B42-4722AA19A248	lemma/114623	L279883
L97016	L97016-C97D206B-F7D1-4705-A821-11E0DAF24794	lemma/114608	L279872
L97017	L97017-79DEB0DB-0802-4F24-B866-CD33936BD90C	lemma/114609	L279873
L97018	L97018-FC2B4ADD-D582-45BA-952F-8E9858DECEB8	lemma/114610	L279874
L97019	L97019-D2066E9F-7B39-49F3-B00A-B319980A5B89	lemma/114611	L1059371
L97020	L97020-9561DDF2-4BCE-4D8C-B6EB-6E219F518F52	hypolemma/113147	L279875
L97021	L97021-B42CA0BA-BEE6-4D09-8658-30EBCCAF6F2C	lemma/114613	L279876
L97022	L97022-252A8DF5-D567-4517-8C0A-3D7FFBF83E54	hypolemma/29814	L279878
L97023	L97023-82F01422-F85A-45E9-9EAD-0FD6FB9E356E	lemma/114609	L279873
L97024	L97024-8A31A0E9-E794-4623-A017-99A3FB429463	lemma/114614	L279879
L97025	L97025-38E2844D-E452-4D88-AFDC-098FDEA9BEE2	lemma/114614	L279879
L97026	L97026-6B9F9A25-C3DC-4754-B412-844728DBF10C	lemma/114616	L279880
L97027	L97027-198BFC60-0487-4E39-9FDE-E2B7F42CC35C	hypolemma/29825	L279881
L97029	L97029-E8CCB2A9-31D9-493C-A18A-04D030C08B03	lemma/114623	L279883
L97030	L97030-6ACD89DB-1B28-4C44-9D56-1684E311DC9E	lemma/114623	L279883
L97031	L97031-14E34C87-5E4F-4AAB-B488-B6EE332D1618	lemma/114625	L1059380
L97032	L97032-31D48095-9BB9-4ED3-BB99-997693792E83	lemma/114630	L279884
L97034	L97034-11CC74F9-F929-4241-B17E-D319E07A99EF	lemma/115509	L279885
L97035	L97035-3A07B5A7-52C3-4E02-9994-B3C693189BF7	lemma/115529	L279886
L97036	L97036-E0D53645-060E-4D49-A06E-33C64695F60D	lemma/114636	L279888
L97037	L97037-585ADF8A-A0DB-4EEC-BD7E-FD958541DF25	lemma/115484	L1060053
L97038	L97038-68C9D415-2F4B-4E90-809B-1871D1EF51A9	lemma/114646	L279895
L97039	L97039-D95582E8-77DD-4FBB-8FD5-5A49FDCAE51A	lemma/114647	L279896
L97040	L97040-AC3A4C8F-28CC-4DB2-AAE9-E06B60AF81E4	lemma/114865	L279913
L97041	L97041-ECDB3C80-4BEE-4645-A6EE-7B5401BF5E29	lemma/114666	L1059417
L97042	L97042-28794267-252F-469D-99D7-B012AC242261	lemma/114670	L1059421
L97043	L97043-B85C93F0-1058-4075-8D98-906542E5DD9E	lemma/114673	L1059424
L97044	L97044-975414DE-1888-4ED0-8748-35EE73FA4217	lemma/114674	L279901
L97045	L97045-9F595721-1CEC-4994-9F4E-30E561B69EDD	lemma/114676	L279902
L97048	L97048-8828CA17-CA92-48CE-98D9-78F8A5C372C8	lemma/114679	L279906
L97049	L97049-40E9C687-6915-4214-BE07-BA95EFBA6F06	lemma/114681	L279907
L97050	L97050-17A7762D-145C-40D0-A885-B25BADCF22C6	lemma/114682	L1059429
L97051	L97051-C38874E1-A984-4CDF-AB01-5B3CEC6F6DCF	lemma/114683	L1059430
L97052	L97052-496E4429-C059-444A-B07F-5B5F03157F5B	lemma/114685	L1059432
L97053	L97053-8A827860-359E-4168-BE01-132B66807D76	lemma/114686	L279910
L97054	L97054-80C37827-583E-4859-810A-0DE51705E73E	lemma/114687	L279911
L97056	L97056-396F7251-E0C7-4189-A4C1-9B3172A1DDD2	lemma/114865	L279913
L97057	L97057-F9A02CC3-55E7-4688-BCC9-806FC24B6F5C	lemma/114864	L279914
L97058	L97058-4CC3E32B-A193-430F-90BA-48DA62133EA8	hypolemma/29895	L279915
L97059	L97059-31DBCFCA-4AEA-4319-9BE0-B11116BB2302	lemma/114699	L279916
L97060	L97060-80535085-D868-44DC-9A62-7EAC31831C95	lemma/114700	L279918
L97061	L97061-A60562BE-6256-4E49-8D40-F1000864FC74	lemma/114716	L279920
L97062	L97062-DCC82810-3D7A-4555-872C-638BC9ECCB03	lemma/114724	L279922
L97063	L97063-BD83B4B7-9934-4628-A314-67AC8AEC721B	hypolemma/29949	L279925
L97064	L97064-814D79E9-DDA2-4A79-B7CD-5AA56E581E0F	lemma/114728	L279926
L97066	L97066-A4045BD5-5095-4A3C-B42E-492F64ED94E0	lemma/114732	L279929
L97067	L97067-9EDACC62-4641-4592-87F2-19EB635C5956	lemma/114737	L1059470
L97069	L97069-0BDBB402-3E50-4AF2-9D7A-A83AB66B6808	lemma/115510	L641554
L97070	L97070-55647E56-205C-4787-BB99-8773889B528E	lemma/114739	L279933
L97071	L97071-F5248AB0-2EF6-4CF5-99CC-F45DEC818BFE	lemma/114742	L279934
L97072	L97072-C8BAD5F5-186F-4F38-A3E0-AD623B3BE787	lemma/114697	L279935
L97073	L97073-AE1E6716-6131-45EB-9606-98AF712DD085	lemma/114743	L279936
L97074	L97074-1558E8C2-E470-478F-BE0E-9A9B63BF5F29	lemma/114732	L279929
L97075	L97075-63621448-2B57-4BAC-A126-EF7D8529E061	lemma/114744	L279937
L97076	L97076-33F68A33-8800-4E00-A830-C48FABC9ED4E	lemma/114745	L279938
L97077	L97077-70D9F806-25D0-4F78-B37F-38285CEC10E4	lemma/114764	L279940
L97079	L97079-7D825290-031E-4F7A-AA9D-519B1E8998AC	lemma/114769	L279942
L97081	L97081-444D9132-9D92-4BDE-BAC6-2E7FD84B8BBE	lemma/114774	L288404
L97082	L97082-59E408DB-E02B-4237-A680-E83E01921932	lemma/114806	L1059521
L97084	L97084-8C3889C1-4A0B-4DF6-81F2-02593233960F	lemma/114780	L288405
L97085	L97085-D273F542-7842-432F-AC92-B76BA12A8164	lemma/114784	L288406
L97086	L97086-B41EDE0B-FA25-41BD-AEE6-7C71E1872EEC	lemma/115548	L288407
L97087	L97087-BD73CC21-89A8-46FE-B670-BF6DD67FB4B1	lemma/114790	L288408
L97088	L97088-E2F55FEF-E072-4359-BA86-E1B5FD7C3CD9	lemma/114791	L288409
L97089	L97089-34785774-4164-42B4-B84F-DF0B8781DA5E	lemma/114792	L288410
L97090	L97090-661D6B7B-DD48-4C9B-B378-538B624982AD	hypolemma/29992	L288413
L97091	L97091-BF39BF0B-DE16-4E3A-A0FB-EB9AECDDF82C	lemma/115550	L288412
L97093	L97093-BF39BB8E-7803-4811-B55B-841D9F32B393	lemma/114803	L288421
L97095	L97095-3BC9122B-92F0-4907-8CE8-19EE0483F897	lemma/114808	L288423
L97096	L97096-2073F7EF-BAC3-4ED3-889A-8029853FE258	lemma/114811	L288424
L97097	L97097-81547744-7F05-417C-B0F5-E35783393555	lemma/114812	L1059525
L97098	L97098-55A32921-9E64-4F81-9CB5-597775926340	hypolemma/30016	L279944
L97099	L97099-457207F6-E5B7-4BB2-ADEF-9F8EE7C59896	lemma/114814	L279945
L97100	L97100-FB971264-A31E-4429-9D7F-EDCFCC146A36	lemma/114812	L1059525
L97102	L97102-3150E47E-516C-403D-9B46-86A510A0956E	lemma/114823	L279951
L97103	L97103-F108ECD8-BC55-45F7-BF11-037FF5F5CB0B	lemma/114485	L279809
L97104	L97104-52F4E2E2-9965-42A1-B248-48270A3ABC30	lemma/114822	L279950
L97106	L97106-77C56C22-667E-4C2B-AA30-084004933284	lemma/114823	L279951
L97108	L97108-D97547FE-84D9-4095-9B26-46D301086DD7	lemma/114843	L279957
L97109	L97109-A78191EB-C81C-436A-A3D6-2052556B17C3	lemma/114845	L1059546
L97110	L97110-5CF379F2-A909-4102-BE0C-D768EC3161EB	lemma/114218	L279959
L97111	L97111-EB95474E-79CF-460C-A1E7-2BB9B89309BC	lemma/114853	L279961
L97113	L97113-565A968F-274D-4DCB-954A-69FAAD7EC8AD	lemma/114844	L279966
L97117	L97117-9FD404B0-2E6D-47DC-957D-DF6C00B87DCA	lemma/114885	L279972
L97118	L97118-40C1AC46-5B00-494F-AB3E-0FD594F8F326	lemma/114887	L279973
L97119	L97119-F644EF2D-368D-46A3-B146-74D9F4AF456F	lemma/105591	L279974
L97121	L97121-0BBE84FA-660A-4C28-8D28-D360E6BA8C2E	lemma/114327	L279976
L97122	L97122-2A542F46-696A-4296-A128-46E503BCB951	lemma/114897	L279977
L97123	L97123-838CD731-F8E3-4C2E-8B57-93EED642584E	lemma/114899	L279978
L97124	L97124-07247587-BCCB-4AB3-B645-3BAC00682458	lemma/114904	L279980
L97127	L97127-FBC93C2C-8D68-4BA7-AED6-C2F86B58EF27	lemma/114915	L279984
L97129	L97129-40C1C247-6F96-49D8-9958-C0B70E36EA2D	lemma/105615	L275306
L97131	L97131-31E379AD-B1C5-41FC-83F1-8F69A29C3D13	lemma/114919	L279986
L97133	L97133-A694C22D-DFCC-481E-AAD3-CA8632DAFDA6	lemma/114923	L279989
L97134	L97134-E90AD848-9599-4850-9CDD-16C3211ED3BC	lemma/114927	L279990
L97135	L97135-9B52584C-F0E1-4E3B-923A-F1E15574E121	lemma/114929	L279991
L97136	L97136-13FDCC8D-3862-4ED8-AA94-03EF40739E43	lemma/114931	L279993
L97137	L97137-D7468B52-D9F9-4395-B6F2-FB048239B886	hypolemma/30116	L279992
L97138	L97138-10E59E45-A99A-4707-98A7-61FC5F88F8A9	lemma/114931	L279993
L97139	L97139-8EF3AFD5-82F9-4FF8-81D1-2CF500B9C277	lemma/114940	L279998
L97140	L97140-A17673F0-5D30-4310-99EA-AB0FA159C20C	lemma/114945	L280002
L97141	L97141-AF3A0A44-98E5-4366-AEA5-757AFA7A3B7D	lemma/114947	L280003
L97144	L97144-86C39B1B-F110-40BC-B5D2-696575E3DCDD	lemma/114959	L280008
L97145	L97145-4C8549DB-ABE7-44F9-B51E-42229791D720	lemma/114961	L1059638
L97147	L97147-150E7AF0-B448-498F-A80B-DA50C93473AE	lemma/114976	L280010
L97148	L97148-1D7843D7-E313-48D1-ADED-512A8B20EE0A	lemma/114978	L280011
L97149	L97149-20162FB3-89F8-49AC-816C-E0C407F31CB8	lemma/114980	L280012
L97150	L97150-E761E396-320C-46A9-9F65-63C9B944BCE6	lemma/115001	L280016
L97151	L97151-5F5C146A-C498-4160-B1E7-8F982E7D45D8	lemma/115003	L280017
L97152	L97152-72AA4376-6720-41AB-859F-C669937B2E56	lemma/115008	L280021
L97153	L97153-A55B1285-2D7D-4423-811E-79787E2FE6B5	lemma/115009	L1059679
L97154	L97154-EE3492FC-D6A7-4AF6-9F92-49F20DB73611	lemma/115010	L280022
L97155	L97155-0F1C07B3-7244-4E5B-A154-334E06EE068B	lemma/115011	L280023
L97156	L97156-19393512-B214-40D8-8B06-8255FAE2C7E8	lemma/115014	L280024
L97157	L97157-50B088F3-0CF9-4C77-9A54-E2E778187B15	lemma/115016	L60362
L97158	L97158-B2E76F4E-F5D9-4D86-8411-844FDAFFFD87	lemma/115017	L280027
L97159	L97159-428E7744-F122-4DF5-80EB-879B19338E88	lemma/115024	L280030
L97160	L97160-86E0831A-78DD-4A38-9E7B-2307E6950014	lemma/115026	L280031
L97161	L97161-F805B68E-BEDE-4850-810D-88E1F53AD962	lemma/115027	L280032
L97162	L97162-360FFACC-17D0-4680-AD9D-FFC88C780ADE	lemma/115028	L280034
L97163	L97163-EADA5C0B-B180-416C-9892-C19094F51D07	lemma/115031	L280035
L97164	L97164-EE9000DD-B0ED-43B7-9FF9-F076F3FCE398	lemma/115511	L280037
L97165	L97165-959D4FDA-5D7F-4E5E-A734-051B1A9B5CE9	hypolemma/30227	L280038
L97166	L97166-9F71DD11-DD91-4E28-AA49-8319C972BDC1	lemma/115027	L280032
L97168	L97168-374BB12A-E608-426E-B3B9-A33B42294990	lemma/115051	L280040
L97169	L97169-E2357611-0585-4934-A704-DDB2A4EA810C	lemma/115053	L280041
L97171	L97171-5F978FE5-9EC0-4239-84DA-1446C3F425F3	lemma/115060	L280043
L97172	L97172-ADFE535C-7400-4F06-B900-AAD5F5AE75FA	lemma/115062	L1059713
L97173	L97173-B6B24932-CD31-4324-809F-B35F6FEFA136	lemma/115063	L1059714
L97174	L97174-72E41AFC-43C5-4E1A-8DB0-DCA78F3FF270	lemma/115065	L1059716
L97175	L97175-43FF1146-8B47-4947-A866-0E0F94CA54E3	hypolemma/30265	L280044
L97176	L97176-70443161-47C7-4919-B7BB-26922D8DAC09	lemma/115513	L280045
L97177	L97177-F40304C5-0215-4D57-9B42-ADFA65A3E859	lemma/115067	L280046
L97178	L97178-1E479BEC-A45D-42F9-A7C1-7854E204A5E6	lemma/115068	L280047
L97179	L97179-B80766F3-BBBC-4DC9-A9C8-F94AD0DAB525	lemma/115070	L280048
L97180	L97180-31638E28-96B5-4CF8-898A-470D189644F4	lemma/115072	L1059728
L97181	L97181-1C01E270-A5C0-4EA6-84AE-C9015BEE863C	lemma/115073	L280050
L97183	L97183-1EF0DD9D-7B88-4672-929C-965DEB57AB34	lemma/115087	L280051
L97184	L97184-A68F3DA9-8AA6-4CE9-8B69-116275DB45E8	lemma/115098	L280056
L97185	L97185-8E35B172-0C7C-42A8-B54A-2FF9D141631B	lemma/115104	L1059756
L97186	L97186-319508B6-0C0E-4DF6-851F-BC7F0A57B11B	lemma/115105	L280063
L97188	L97188-95BFE149-AB11-4BB1-9029-3A6E924AFE57	lemma/115107	L280064
L97189	L97189-6B5CE8B5-EC04-4401-97E5-1873C4E82464	lemma/115107	L280064
L97190	L97190-C85EE232-D2CA-4F82-B4E1-CE2BE5681B47	lemma/115112	L280066
L97191	L97191-A23DD06F-E667-49EA-BC05-ACD4A396297E	lemma/115113	L1059762
L97192	L97192-B00FAEBE-1C87-4914-8D48-C30209E5028B	lemma/115115	L280068
L97193	L97193-0783CFDF-E319-4562-81A3-2EAD192E4DC7	lemma/115116	L280069
L97194	L97194-8A782552-0417-4920-86A9-FD5DF1CFEF80	lemma/115118	L1059764
L97196	L97196-684F4158-BBC7-4D7D-988E-044ED9259439	lemma/115122	L280071
L97197	L97197-BFFFAAF4-D97E-40C8-B89B-4156894195E5	lemma/115124	L280072
L97200	L97200-A2D4653D-B232-4A93-A3F8-544EA38ED4A7	hypolemma/30336	L280076
L97201	L97201-2A29FEA2-FF52-43E6-9B74-47B19ADAB2B0	lemma/115516	L280077
L97202	L97202-55C0F131-A096-455D-8765-2DA2C35718C9	hypolemma/30336	L280076
L97203	L97203-47311B1F-71EA-49FE-AE8B-076B8CD9BC72	lemma/115124	L280072
L97204	L97204-A392950B-743B-4471-8F9B-9BB6C8F5F264	lemma/115131	L280079
L97205	L97205-68B2FF75-DEA8-4429-92AE-DD861688F97C	lemma/115128	L1059771
L97207	L97207-DFB7174D-8817-454F-A339-8BA0049A6E39	lemma/115131	L280079
L97209	L97209-800F9895-7403-45AE-AB04-FAF67B0EF926	lemma/115138	L280082
L97210	L97210-736374F4-5AE9-4484-BE5A-E2D0ACACB6C2	lemma/115140	L280083
L97212	L97212-00DC6D3B-A663-4DF0-AB1B-90413F73C396	lemma/115146	L280088
L97213	L97213-26E28759-D1BC-491C-8BF3-9AEC672BE7C6	lemma/114445	L279785
L97215	L97215-7F731F5C-B99D-4A06-B783-BFE730DA078D	lemma/115148	L280113
L97216	L97216-7BA5782B-0049-47E7-91D8-2FEFDF936BF7	lemma/115154	L280118
L97217	L97217-7DE190ED-33DC-4466-9121-D662689CF636	hypolemma/30370	L280126
L97218	L97218-2A150A27-7ECB-4D70-B9CD-311E6274A3F9	lemma/115156	L1059791
L97221	L97221-A3C5A0B5-2793-497E-B52E-46E70F97C0FC	lemma/115159	L280123
L97222	L97222-EA7A0FD2-A884-44E5-BB72-58C84E1E5F56	lemma/115160	L280124
L97223	L97223-FD660CC2-BE5A-4DD0-9224-A407232AC98E	lemma/115166	L280127
L97224	L97224-53ADCE2E-2A79-47A8-97F5-2BD54BAB96E3	lemma/115162	L280129
L97225	L97225-DA10B7C7-E354-4527-83E4-085EF4D16C93	lemma/115164	L1059795
L97226	L97226-FA2A0D0B-5079-44C5-8527-9245037BCCAC	lemma/115165	L280130
L97227	L97227-E65B4843-5062-4EAB-8FF7-820B00D83D53	lemma/115170	L25836
L97232	L97232-3D197E20-F5BE-4659-AF17-9561815833C8	lemma/115178	L280138
L97233	L97233-A7237E84-F663-4F4F-ADE7-610AB63D8EE9	lemma/115179	L280139
L97234	L97234-4CD0885C-F730-4EBA-B393-D99B317BEE05	lemma/115181	L280140
L97235	L97235-EAB81BEC-D652-43A1-92BA-A5437275DAF1	lemma/115185	L280141
L97236	L97236-03E7FA27-879D-4182-BE5C-E0AD7FF09222	lemma/115182	L280143
L97237	L97237-841B4A62-25E6-4C69-BF04-02C7AFF815EE	lemma/115186	L1059808
L97238	L97238-942C6570-533A-431C-94C2-8D7669EDAA8B	lemma/115519	L280144
L97239	L97239-515E8336-AAEB-41E3-BAE5-789A370D88D2	lemma/115188	L280145
L97240	L97240-8DA39292-0E38-4FB2-A184-EADEC564E0C4	hypolemma/88803	L280146
L97241	L97241-569DFB6B-8B25-4FC7-8987-F3DE545568EA	lemma/115196	L280148
L97242	L97242-F39128DA-E595-4BB3-867F-75965626A1D7	lemma/115197	L280149
L97243	L97243-D9951524-D90A-4652-B757-86D7B96FA30B	lemma/115198	L280150
L97244	L97244-56BC9BC5-A27D-43F5-9851-F74BA97682FE	lemma/115202	L280151
L97245	L97245-D44AED1A-2524-4B08-85D5-6C34F9568E0F	lemma/115203	L280152
L97247	L97247-41598C8C-8FE7-4D57-AC96-DA114AC1CDBC	lemma/115207	L280154
L97248	L97248-CFE848E1-6980-4C7E-AA25-FC3B2E57A849	lemma/115211	L280155
L97249	L97249-27F56972-7F95-40DF-80C6-49E9178313BD	lemma/115219	L1059833
L97251	L97251-7C66753A-5B79-4BB4-9244-0519B323F769	lemma/115227	L280166
L97252	L97252-552D179D-F97E-436D-B9D3-7C46EDD133CD	lemma/115228	L280168
L97253	L97253-F9B7EE23-3185-4C6C-AC8F-D19BBA01099C	lemma/115229	L1059841
L97254	L97254-008B2A00-8599-431E-8957-18D7FD2BE896	lemma/115233	L280171
L97257	L97257-612EA39F-84FC-430E-A7AB-09BA2385B8BD	lemma/115236	L280174
L97258	L97258-6FCE5EC7-1018-4F0F-BEB2-4792C9442664	lemma/115237	L1059845
L97259	L97259-F6533510-ED4E-46F5-BCDC-4C154EAED8ED	lemma/115243	L280180
L97260	L97260-45DB97B3-8FD7-414A-8DDB-DE4761E546DB	lemma/115246	L280182
L97264	L97264-F0C649A6-A241-40EA-81BB-B18C49A3F759	lemma/115263	L280198
L97266	L97266-9A286025-DB1B-4E87-A171-D006CB6C6282	lemma/135975	L280201
L97267	L97267-E4A8847B-B83C-4F48-B263-C8409BCCA07B	lemma/115271	L280202
L97268	L97268-D881A4BE-E3C6-4C2E-879C-98DB94387996	lemma/115275	L1059873
L97269	L97269-45972E1B-71D5-43C0-8457-1462D29A83F6	lemma/115520	L1060077
L97270	L97270-E27C5D28-E05A-49E1-B047-312E65C0F0F6	lemma/115284	L280208
L97275	L97275-D798B7A3-A07E-4041-B5B9-A055459DBD63	lemma/115218	L280215
L97277	L97277-86D5FAF9-4B35-49A1-A15C-1AADCE327533	lemma/115521	L1060078
L97278	L97278-7E0408FF-AF10-46A2-B1C7-463ECC29B5A1	lemma/115326	L280227
L97281	L97281-FE762DE6-1659-40F0-9648-F403F6817C7C	lemma/115333	L280232
L97285	L97285-795AF295-1886-4EEB-9487-37C0B11E0C60	lemma/115344	L280236
L97289	L97289-F870E2AD-37DA-4CCC-AD2E-AF3A6CF945C1	lemma/115363	L280250
L97291	L97291-F1E1C190-A6EA-457F-83BC-C0C85F5A3179	lemma/115373	L280252
L97292	L97292-D64B9D5C-6827-4768-8719-67ACA6A0020B	lemma/115375	L280253
L97293	L97293-1A8648CD-788B-4E76-B97D-A5E6D728616D	lemma/115377	L280254
L97295	L97295-B5F08A2B-0A15-4087-A176-458A3A09E412	lemma/115523	L280257
L97296	L97296-1881E36E-15AA-4FDF-A8EC-8E0E81AC625E	lemma/115382	L280258
L97298	L97298-EEFFE29B-A67B-4A5A-A1A7-977C67D74F41	lemma/115383	L1059957
L97300	L97300-A1F57B89-DA5E-467B-9F66-BB114438EDFA	lemma/114801	L280264
L97301	L97301-A1971521-C6CD-4464-B968-0C7BB34E9CAB	lemma/115401	L280266
L97302	L97302-F1839DFE-A911-4858-BAD3-467F7360C67C	lemma/115402	L280267
L97303	L97303-013E1BD4-6D2D-48D0-AE25-0D753002C470	lemma/115404	L280268
L97305	L97305-949C3A99-1003-4BDF-835D-9723C2AADC39	lemma/115415	L1059987
L97306	L97306-66748109-EDA7-41C3-A3A5-43DDCD77E874	lemma/115418	L280270
L97307	L97307-D2F626DD-4305-4F8D-BCB6-76D620C47BFA	lemma/115420	L1059991
L97308	L97308-2D18100A-464E-49E6-B425-5744E3C6E7F7	lemma/115422	L280272
L97309	L97309-74565D3A-AFBD-4ACB-96B9-D6602306154E	lemma/115428	L1059997
L97310	L97310-2FDC0F45-4542-45C4-8F6F-5DC5F03F142C	lemma/115438	L280274
L97311	L97311-CF970644-9B35-46E7-ACB3-64F925D23032	lemma/114873	L280275
L97312	L97312-6C139E81-C46B-4AED-B5F1-06F1FB3DC144	lemma/115444	L280276
L97313	L97313-BE9C4EB7-E975-4021-B0E2-16886A95D87F	lemma/115445	L280277
L97314	L97314-5C0D3AA3-711C-494A-9E01-A6F87BE2EE57	lemma/115446	L280278
L97316	L97316-CD332CB8-E49E-4556-A2CA-0E928EF0F65E	lemma/115570	L280286
L97317	L97317-32A089D7-0B43-4E01-A5DF-A3E67765B39E	lemma/115572	L280287
L97318	L97318-91CF9015-1361-422B-8C88-0B4FDCB5C07D	lemma/115574	L280288
L97319	L97319-D8182C69-F1A8-41E9-ABB0-F909E5154CAC	lemma/115576	L280289
L97320	L97320-B14A040A-9F1B-469C-9981-1C2AF6F27DA1	lemma/115577	L280290
L97321	L97321-E4053057-7B1F-4A2B-B77E-A416A976507C	lemma/115580	L1060119
L97322	L97322-D576E310-E781-4C3C-8A7B-F548BDF8FD04	hypolemma/30710	L280292
L97323	L97323-08AB7BB1-A525-431C-B2EA-1FD7162887B3	lemma/115581	L280298
L97324	L97324-6E8A18F7-D3DD-4CC3-83CC-DC659246B989	lemma/115582	L1060120
L97325	L97325-E814ED8D-ED7D-4BAC-BEAC-11C75E96B587	lemma/115584	L280299
L97326	L97326-B63D636D-CCD1-4EC9-A800-3A9BFD2F963C	lemma/115583	L280300
L97327	L97327-C656DC25-9BE9-4F78-A808-6EB795652A03	lemma/115587	L280301
L97328	L97328-F8F7CA49-CEF2-49F7-8E39-4B2A7CED8258	lemma/115588	L280302
L97329	L97329-FA54F184-7CAA-41E7-9B8B-503491B74350	lemma/115589	L280305
L97331	L97331-4714BB3F-D97C-4695-875F-28C4227AB776	lemma/120834	L1063973
L97332	L97332-C2CA32A9-70E0-410A-B19A-2BF933FCC79D	lemma/115595	L280307
L97333	L97333-E8647284-2A0E-4A8E-995B-5CB2FFCFDDA6	lemma/115596	L280308
L97334	L97334-303F1775-B3BC-42B9-8295-F5F98D8E4C88	lemma/120836	L280309
L97337	L97337-CBBAD107-6363-4C93-AEEB-2020EFC00042	lemma/115605	L1060135
L97338	L97338-1BFBF072-9CB1-4A10-8812-620FFB58201C	lemma/115573	L280312
L97339	L97339-86D9EF78-A5FB-4102-880B-319A2951EA1D	lemma/115616	L280316
L97341	L97341-005ED7E4-64B1-480A-8BB1-B7EBFE97D37C	lemma/115619	L280758
L97342	L97342-AE160BE1-E781-4C34-8151-4773ADBADD12	lemma/115620	L280318
L97343	L97343-F1ABC469-4CE6-456E-B76E-49B8ED6ADED8	lemma/115621	L280319
L97346	L97346-AE253244-6E58-497E-A0E4-7B6199B5683C	lemma/115585	L280324
L97347	L97347-C3BCDA9A-7AB7-4C56-88BB-C8B4B2161CB7	lemma/115628	L280325
L97349	L97349-BF1A80E2-E77C-4AAF-BD2F-972A55D1008D	lemma/115633	L280327
L97350	L97350-4E1BA55F-9B7F-4480-B4B4-C427910FE732	lemma/115637	L280329
L97351	L97351-2ED7369A-DE5B-4CB6-B3A3-EC5307266956	lemma/115642	L280333
L97352	L97352-0ABB8DB7-D3C7-4B6B-813C-72A992608290	lemma/115645	L1060164
L97353	L97353-5D53402C-597A-48B9-9CAB-D8D416C380F8	lemma/115646	L280335
L97354	L97354-382B5197-A036-42B2-AA3E-0449C88B5C55	lemma/115647	L280336
L97355	L97355-639D7ABC-C9AA-425F-8A89-C5016C4B6AE9	lemma/115649	L280337
L97356	L97356-547A7779-E72B-4BDA-A7ED-2FC1F601312D	lemma/115652	L280338
L97359	L97359-B04BE3AB-04BE-4070-96B9-790E9251D286	lemma/115658	L280342
L97360	L97360-C72D0DB9-E8FC-48A0-9E64-017E212CEF21	lemma/115662	L280343
L97362	L97362-E6B71578-599C-437B-BB25-7F01D50FE1C3	lemma/115675	L280356
L97363	L97363-5D28CAF8-E7F1-4B22-AFD7-82C50D918D44	lemma/115677	L280357
L97364	L97364-5B98F69C-B766-4F2F-AD19-ABA9EC7B0E36	lemma/115681	L280358
L97365	L97365-BDC30372-8D85-466D-BFBA-F947749ADB8E	lemma/115689	L1060198
L97366	L97366-25B8CDDA-4379-4321-88EF-4FB7074B5EBB	lemma/115695	L280365
L97367	L97367-2C62957C-3181-42E5-8ECD-754A10434D8D	lemma/115696	L280366
L97368	L97368-B2ED2AF0-8359-424D-ABF1-413F9978A63F	hypolemma/30787	L280369
L97369	L97369-78D6D7AE-D829-442A-A00D-8E27AE58DA51	lemma/115699	L280370
L97370	L97370-3B199AAB-D2CA-467F-9DED-CC9D0F0F6041	lemma/115700	L280371
L97371	L97371-D7EB3E17-60BC-4333-AEE9-4DE33F734C09	hypolemma/100986	L280372
L97372	L97372-7ADF8F7F-83FA-4495-9EC4-D6BD3C7FEED4	lemma/115702	L280373
L97373	L97373-EB0A990A-D111-463F-9BCC-3A96F2D35197	lemma/115703	L280374
L97374	L97374-383C2877-E5A5-4D6A-A563-F628445FD191	lemma/115706	L1060207
L97375	L97375-3083B138-A2F9-4248-9285-A6F1B404381F	lemma/115707	L280376
L97376	L97376-5B6EA393-2C0F-4551-8608-BC06F8D25588	lemma/115708	L280377
L97377	L97377-14480FAD-FC24-47CF-BCA7-1EB61D9C9A23	lemma/115710	L280379
L97379	L97379-D8DDE504-26EB-466E-AA0D-E2C65390BEB7	lemma/115714	L280381
L97380	L97380-3C114D91-FB25-46AF-B144-CE071C408FC3	hypolemma/30823	L280383
L97381	L97381-D0147864-BE9F-4705-9D63-6E30FB8907FF	lemma/115719	L280384
L97382	L97382-1A6B32DA-98CA-4DBF-AC0E-95C554010926	lemma/115721	L280385
L97383	L97383-680E4BA1-12EC-45C6-AB90-3FCECA8E2030	lemma/115724	L280386
L97384	L97384-26F97155-9947-4072-AE10-49590C7462E9	lemma/115729	L280387
L97385	L97385-C41DB3E8-D916-4521-923D-42A0A9DAACB2	lemma/115730	L280388
L97386	L97386-6D2384E4-9DC2-4528-8A53-F1E592FA33F8	lemma/115736	L280395
