testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
gozó	gozo	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1025	... enecoa , cintzo , yaquintsu , zur ,	gozó	, guciaquicoa , ta ceru gucien miraria . ...
gracia	grazia	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1178	... zor cion jatorriz degun pecatu bague sortzea ,	gracia	guztiaz betea , aingueruac baño gorago jasoa , ...
gracia	grazia	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	296	... bear dan becela , edertzeco eta apaintzeco ,	gracia	ascoren bearra daucat . Esca dezayogun gracia gucien ...
gracia	grazia	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	302	... , gracia ascoren bearra daucat . Esca dezayogun	gracia	gucien Amari esaten diogula : Agur Maria . ...
graciac	graziak	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	636	... bear gaya ! ecin hitzic eguin daguiquet ,	graciac	ezpadit laguntzen : ta eztet hura billatzeco nora ...
graciaren	graziaren	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	663	... , damuz , miñez gañez eguiñic badago ?	Graciaren	escatzeac gogoratuco digo bere dolore gucien asiera , ...
graciaren	graziaren	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	742	... Amari eguin bear digot , ez besteri ,	graciaren	escari au . Ainguerua etorri citzacanean berri onac ...
graciaren	graziaren	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	862	... berriro esatea Virgiñari bere icenean . Banoaquio bada	graciaren	esque , Eleizarequin batean esaten digodala , Aue ...
graciarequin	graziarekin	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4234	... artean esquer gaistoco humeac ! gueure escuan dago	graciarequin	batean Virgiñari bere doloreac gozatzea , ta ecartea ...
graciaz	graziaz	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	758	... ( Luc . 2 . ) ; agur	graciaz	betea : cergatic bada bere icena aitatu ta ...
graciaz	graziaz	grazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L32476	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4464	... indar , bici guciarequin , emen diraugun artean	graciaz	, ta guero ceruan gloriaz . Ad quam ...
guc	guk	guka	https://monumenta.wikibase.cloud/wiki/Lexeme:L32714	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	148	... ta icaragarri pecatua . Argatic Jaincoaren semea ,	guc	ecer mereci ez guenduela , guizon eguin , ...
guc	guk	guka	https://monumenta.wikibase.cloud/wiki/Lexeme:L32714	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#15	1308	... . Ez degu ordea	guc	erabaqui bear , ceiñ zan Santuac comparacioetan sartu ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	461	... izarrez burua , illarguiaz oñac , ta gorputz	gucia	eguzquiaz janci , ta ederturic ceucana . Eta ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1096	... neurtu , ta aldera nai daquiquéonari . Amodio	gucia	, onirizte gucia , nai , ta borondate ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1098	... aldera nai daquiquéonari . Amodio gucia , onirizte	gucia	, nai , ta borondate gucia , mundua ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1102	... , onirizte gucia , nai , ta borondate	gucia	, mundua asi zanetic izandu diran ama guciena ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1160	... zor cion bere semeari zan , eta ceuan	gucia	: zor cion beiñicbeiñ munduan zan humeric eder ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1377	... bizcarra bostorzaturic , besaburuac lauridiquituric , ta gorputz	gucia	zatituric . Cer diardu bada zure amodioac ? ...
gucia	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3941	... baten señale aec , orduan conturatu zan gende	gucia	, ta ezagutu ceuan , etzeuala erregueac aguindu ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	322	... biotz onéz nai dioníc : ta argátican daude	guciac	aiñ gueldi , aiñ isill , escúac tolesturic ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	166	... beste aldetic : eta nola cecartzien Jaincoaren indar	guciac	, jaso guinduen ceruraño , gueuntzan leicetic , ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1285	... gaitzguillea , ta gaiztaquerian bicitua baliz bezala :	guciac	aberasten cituena , iltze gogorrez lapur biren artean ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1300	... zur bati josia . Atozte batean seculaco urte	guciac	, esan eguidazue arren , iñoiz ere sortu ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1325	... semea ? Espiritu Santuagandic sortu zana ? Secula	guciac	icusi deueen guizonic ederrena ? Nola dago bada ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1799	... ascó . Bada martyrio orreec gucioc dacarciten dolore	guciac	igaro cituan Virgiñac bere biotzean . Biotz arc ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2505	... ( Eccles.1 . ) , ibai	guciac	itsasoan sartzen dirala , ta itsasoac ezteuala gañez ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2701	... Consueloric ez arquitze onec , beste	guciac	baño gueiago , nere iritzian , minberaatu ceuan ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3754	... Dauidec , ta Israel	guciac	emango digu pruebaric onena . Quendu cigon bicia ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3809	... ? Bein danic bein aguindu ceuan , mundu	guciac	urratu ceguiela soñecoa , ceña oi zan orduan ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#6	364	... Eta orduan arguiac bere errañu	guciac	libre ceuzcaziela , aiñ bete betean jo zuen ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	826	... andican sortu ciraden herege cital eta herejia ichusi	guciac	; bat ere aien aztarnaric gueratu gabe lur-gañean ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#13	1024	... andiegia , bicieguia , eta ari betaz-beta dagozcan	guciac	lilluratzen eta ichutzen diran ...
guciac	guziak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1030	... Herege	guciac	ere San Agustiñ-i darraizca ; aren icena aoan ...
gucian	guzian	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2373	... ; berariaz laja deu eroria , ta egun	gucian	damuz ta miñez azpiratua ...
gucian	guzian	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3774	... ceritzan bati : ta ara non bereala Israel	gucian	eleac ta beleac banatu ciran . Otsa banatu ...
guciaquicoa	guziakikoa	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1026	... cintzo , yaquintsu , zur , gozó ,	guciaquicoa	, ta ceru gucien miraria . Nolaco amodioa ...
guciaquicoa	guziakikoa	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	134	... aingueruac dionez , Jaincoac lembicico erara , argui	guciaquicoa	, eta gucieracoa ...
guciaquicoac	guziakikoak	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	960	... eta asco jaquiñac diranean , are gueiago :	guciaquicoac	, ta mundu guciaren choragarri diranean , are ...
guciaquin	guziakin	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	338	... digu Jaungoicoaren ama bere aunditasun , ta doaiñ	guciaquin	: bestetic da miñ , garratza , ta ...
guciaren	guziaren	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	963	... , are gueiago : guciaquicoac , ta mundu	guciaren	choragarri diranean , are amatzen dituzte gueiago . ...
guciarequin	guziarekin	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4460	... aundiarequin , gueuc asnase , indar , bici	guciarequin	, emen diraugun artean graciaz , ta guero ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	669	... badago ? Graciaren escatzeac gogoratuco digo bere dolore	gucien	asiera , ta jaiotza , ta eztirudi ondo ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	848	... Virgiñaren dolore , damu , miñ , atsecabé	gucien	egun batean , eztagoquit gaizqui , orreec guztioc ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1029	... zur , gozó , guciaquicoa , ta ceru	gucien	miraria . Nolaco amodioa beraz izango cion bere ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1192	... lurraren aguintaria , ta erreguiña , ta beste	gucien	gañean Jaungoico baten ama izatea . Orain bada ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1276	... arc bicia justiciac aguindu ta galtzen ceuala :	gucien	onguille hura gaitzguillea , ta gaiztaquerian bicitua baliz ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2139	... bere aytari , miñ , damu , dolore	gucien	bagac ( ujolac ) eracarri dituzu nere gañera ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2316	... consola daguiqueanic Virgiña , ez eta bere maite	gucien	artean . Ez guri orrelacoric esan Jeremias : ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2523	... dira dolore , damu , atsecabe , miñ	gucien	ibayac : oi eta au miñez betericaco itsaso ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2599	... bat onela icusteaz ; bai aldaquizue , zeuen	gucien	honragarria dala . Negar eguizue , amac , ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2642	... dana . Daguidan nic ere negar , naizanean	gucien	artean aundiena , alaco obligacioz , aimbeste eguin ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2718	... argatic etzitzacan bestezaz quejatu bere semeari bere dolore	gucien	artean . Cer bada esango dit norbaitec ? ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3899	... . Eta oen	gucien	ondoren cer icusi ta suertatu zan ? Escritura ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4022	... infernuan deabruen artean , ala dioe lurrean christau	gucien	artean . Eta dalaric au eguia , eztezue ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4384	... ona izateco . Barcaciozca nagoca , emen dauden	gucien	partez , ta barcaciozca nagotzu : uquitu eguidazu ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	107	... arguia , argui guzien lenic-jayoa ; argi errañu	gucien	asiera eta jayotza . Argui au da San ...
gucien	guzien	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	303	... gracia ascoren bearra daucat . Esca dezayogun gracia	gucien	Amari esaten diogula : Agur Maria . ...
guciena	guziena	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1109	... gucia , mundua asi zanetic izandu diran ama	guciena	, ur tanta bat itsasoaren aldean bezala da ...
gucientzat	guzientzat	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#11	849	... Beraz eguia ez da San Agustin dala	gucientzat	 ...
gucieracoa	guzierakoa	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	136	... Jaincoac lembicico erara , argui guciaquicoa , eta	gucieracoa	 ...
gucietan	guzietan	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1346	... ? Lurrean , baratza , cale , bide	gucietan	isuria , ta borrero latzen oñazpietan , abere ...
gucietan	guzietan	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1781	... erdiratuac : batzuec lauridiquituac , besteac beren ezur	gucietan	abarraquituac , ceatuac , zatituac ; eta ecin ...
gucietatic	guzietatik	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1008	... baña nolaco semea ? Christo Jesus , ama	gucietatic	jaio dan semeric ederrena , ceruac oraindaño prestatu ...
gucietatic	guzietatik	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2347	... bere adisquide , bere aide , bere maite	gucietatic	 ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	262	... , gurí , gozoá . Iñárrusi beár guénduque	gucioc	hizjário eráusle motél au , ta onén lagún ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1796	... beste eriotza mota ascó . Bada martyrio orreec	gucioc	dacarciten dolore guciac igaro cituan Virgiñac bere biotzean ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2149	... eracarri dituzu nere gañera : bada baga oec	gucioc	limuritu ta jauci ciran semearen gorputzetic amaren biotzera ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4310	... au biciago , ta andiago . Zeugana gatoz	gucioc	, zeure amodioac gácartzi zeure óñetara : besteac ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	402	... ; ta ara nola . Batayatu artean guizon	gucioc	ez oi guera , San Pabloc argui , ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	865	... ezquerretic Escotistac , Jesuitac erditic bideratzen dira ;	gucioc	jaquinduriaren billa ; gucioc eguiaren esque . Bijoaz ...
gucioc	guziok	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	868	... erditic bideratzen dira ; gucioc jaquinduriaren billa ;	gucioc	eguiaren esque . Bijoaz zucen argui-ichaso onetan dabiltzan ...
gucioi	guzioi	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3084	... , San Juani cegocala , ta argan gueroi	gucioi	, orra non dezun zeure semea , zuzas ...
guciz	guziz	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	71	... euanjelioac dionari ederqui dagocana . Esatendigu , Virgiña	guciz	santea dagoala zutic gurutzearen ondoan ...
guciz	guziz	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	398	... Baña cer da hori Virgiña	guciz	santea ? cer esan nai digu zeure aurpeguiera ...
guciz	guziz	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	984	... semeac iltzen zaistenean . Bada , ô Virgiña	guciz	santea , norc esango digu , cembat nai ...
guciz	guziz	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4082	... il ere dedilla dolorez , ta miñez Virgiña	guciz	santea . Bay bai , badira emen asco ...
guciá	guzia	gu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32584	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	196	... ni salatu ) badaquielá dána , ta dataqueán	guciá	, ónaco Latiñezcó cerrendá bátzuec irábiatu ditueláco . ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	947	... semeac doaiñ andicoac diranean , nai oi die	gueiago	: eder , galantac diranean , are gueiago ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	952	... gueiago : eder , galantac diranean , are	gueiago	: cintzoac eta asco jaquiñac diranean , are ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	959	... : cintzoac eta asco jaquiñac diranean , are	gueiago	: guciaquicoac , ta mundu guciaren choragarri diranean ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	969	... mundu guciaren choragarri diranean , are amatzen dituzte	gueiago	. Baña pauso ber ber oetatic negar eguiten ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2703	... Consueloric ez arquitze onec , beste guciac baño	gueiago	, nere iritzian , minberaatu ceuan Virgiñaren biotza ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2890	... Ez nai deu , ta ez escatzen digo	gueiago	 ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3026	... esateco biotzic : eztigot hizcunde oni jarraitu nai	gueiago	. Etzion gaitzez ala hitzeguin semeac amari , ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3117	... bai mindu ceueen bi auco ezpata batec baño	gueiago	 ...
gueiago	geiago	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4449	... , leyal , beticoac . Eztezu cer itandu	gueiago	norc zaituco zaituen ; gueuc amodio aundiarequin , ...
gueieguiaz	geiegiaz	gei	https://monumenta.wikibase.cloud/wiki/Lexeme:L29978	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3699	... guichien dan sentimenduric deueenac , Virgiña icusiagatic doloreen	gueieguiaz	gañez eguinic . Cer digot , damuric ta ...
